"","address","addresses","all","business","capitalAve","capitalLong","capitalTotal","charDollar","charExclamation","charHash","charRoundbracket","charSemicolon","charSquarebracket","conference","credit","cs","data","direct","edu","email","font","free","george","hp","hpl","internet","lab","labs","mail","make","meeting","money","num000","num1999","num3d","num415","num650","num85","num857","order","original","our","over","parts","people","pm","project","re","receive","remove","report","table","technology","telnet","type","will","you","your"
"11",0,0,0,0,1.312,6,21,0,0.462,0,0,0,0,0,0,0,0,0.96,0,0.96,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,"spam",0,3.84,0.96
"12",0,0,0.25,0,1.243,11,184,0,0.663,0,0.044,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.25,0,0.12,0,0,0,0.12,0.25,0,0,0,0,"spam",0.12,1.16,0.77
"13",0.69,0,0.34,0,3.728,61,261,0,0.786,0,0.056,0,0,0,0,0,0,0,0,1.39,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0.69,2.09,1.04
"14",0,0,0,0,2.083,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.9,0,0,0,0.9,0.9,0,0,0,0,"spam",0,2.72,0.9
"15",0,0,1.42,0,1.971,24,205,0,0.357,0,0.102,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0.35,0,0,0.71,0,0,0,0.35,0,0,0,0,0,0,0,0,0.71,0.35,0,0,0,0,0,0,0,0,0,0,0,"spam",0.35,3.21,2.85
"16",0.42,0,0.42,0,5.659,55,249,0.063,0.572,0,0.063,0,0,0,0.42,0,0,0.42,0,0,0,1.27,0,0,0,0,0,0,1.27,0,0,0.42,0,1.27,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0.42,0,0,0,0,"spam",0,1.7,1.27
"17",0,0,0,0,4.652,31,107,0,0.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,1.88,2.83
"18",0,0,0,0,35.461,95,461,0.37,1.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0,2.11
"19",0,0.18,0.55,0.37,1.32,4,70,0,0.455,0,0.182,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0.92,0,0,0,0,0.18,0,0,0,0,"spam",0,3.15,0.92
"20",0.63,1.27,0,0.31,3.509,91,186,0.496,0.055,0,0.275,0,0,0,0,0,0,1.59,0,3.18,0,0.63,0,0,0,0,0,0,0,0,0,0.63,0.31,0,0,0,0.31,0,0,0.31,0,1.59,0.31,0,0,0,0,0,0,0,0,0,0,0,"spam",0.63,2.22,1.91
"21",0,0,0,0,3.833,9,23,0,0.729,0,0.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0,0
"22",0.07,0,0.1,0.02,2.569,66,2259,0.046,0.25,0.059,0.101,0.042,0.016,0,0.1,0,0,0,0,0.13,0,0,0,0,0,0.02,0,0,0,0.05,0,0,0.05,0.1,0,0,0,0,0,0.55,0,0.76,0.05,0,0.02,0,0,0,0.1,0.15,0,0,0.02,0,"spam",0.47,2.09,1.57
"23",0,0,0,0,4.857,12,34,0,0.809,0,0.404,0.404,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0,0
"24",0,0,0,0,1.131,5,69,0,0.667,0,0.133,0,0,0,0,0,0,0,0,1.16,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0.58,1.16,1.75
"25",0,0,0,0,5.466,22,82,0.196,0.392,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,"spam",0,0,0
"26",0.07,0,0.1,0.02,2.565,66,2258,0.046,0.25,0.059,0.101,0.042,0.016,0,0.1,0,0,0,0,0.13,0,0,0,0,0,0.02,0,0,0,0.05,0,0,0.05,0.1,0,0,0,0,0,0.55,0,0.76,0.05,0,0.02,0,0,0,0.1,0.15,0,0,0.02,0,"spam",0.47,2.09,1.57
"27",0,0,0,0,5.466,22,82,0.196,0.392,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,"spam",0,0,0
"28",0,0,0,0,2.611,12,47,0,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,"spam",0,3.33,0
"29",0,0,0,0,4,11,36,0,0.352,0,0.352,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0,0
"30",0,0,0,1.3,2.687,66,129,0,0.091,0,0.459,0,0,0,5.22,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0.65,0.65,0,0,0,0,"spam",0.65,1.3,1.3
"31",0,0,0,1.17,1.966,10,59,0,0.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,"spam",1.17,3.52,0
"32",0,0,3.03,0,3.909,11,43,0,2.112,0,0.352,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0,0
"33",0,0,0,0,1.39,11,89,0.091,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,1.89,0.27,0,0,0,0,0,0,0,0,0,0,0,"spam",0.81,3.51,2.7
"34",0,0,0,0,1.7,5,17,0.302,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,4.83,0
"35",0.68,0,0,0,3.826,30,264,0,0,0,0,0,0.185,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0.68,0,0,0,0,1.36,0,0,0.68,0.68,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,1.36,"spam",0,2.04,0.68
"36",0,0,2.56,0,2.777,6,25,0,1.543,0,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,5.12,0
"37",0,0,0,0,4.142,12,29,0,0.873,0,0.436,0.436,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0,0
"38",0,0,0.48,0.97,5.431,78,239,0.244,0.488,0,0.081,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0.48,0,0.48,0,0,0,0,"spam",0.97,2.43,2.43
"39",0.48,0,0.48,0,3.1,61,186,0,0.963,0,0.08,0,0,0,0,0,0,0,0,0.97,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0.97,1.46,0.97
"40",0.41,0,1.66,0,3.851,121,285,0,0.75,0,0.068,0,0,0,0,0,0,0,0,0.83,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.41,0,0,0,0,0,0,"spam",0.41,2.08,1.25
"41",0,0,0,0,2.132,30,226,0.207,0.207,0,0.051,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,2.45,0,0,0,0.3,0,0.61,0.3,0.3,0,0,0,0,0,0,0,0.61,0.92,0,1.53,0,0,0,0,0,0,0,0,0,"spam",0.3,2.76,0.61
"42",0,0,0,0,4,12,28,0,0.671,0,0.335,0.335,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0,0
"43",0,0,0,0,4,12,28,0,0.711,0,0.355,0.355,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0,0
"44",0,0.18,0.55,0.37,1.283,4,68,0,0.426,0,0.182,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0.92,0,0,0,0,0.18,0,0,0,0,"spam",0.18,3.15,0.92
"45",0,0,0,1.56,2.145,38,339,0.036,0.813,0.147,0.073,0,0,0,2.08,0,0,0,0,0.26,0,0.26,0,0,0,0.52,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0.26,0.26,0,0,0,0,"spam",0.52,1.82,0.26
"46",0.45,0.3,1.05,0,5.301,130,774,0.068,1.318,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0.75,0.15,0,0.3,0,0,0,0,0,0,0,0.6,0,0.45,0,0,0.3,0,0,0.15,0,0,0,0,0,0,"spam",0.9,4.07,1.51
"47",0,0,0.18,0.72,1.733,12,442,0.167,0.01,0,0.052,0.01,0,0,0.24,0,0,0,0,0.06,0,0,0,0,0,0.06,0,0,0.12,0.18,0,0.06,0.84,0,0,0,0,0,0,0.06,0.06,1.57,0.36,0,0.3,0,0,0.06,0.06,0.06,0.06,0,0,0,"spam",0.54,4.54,1.09
"48",0,0,0.99,0.99,1.468,8,94,0,0.17,0,0.34,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,0,0,0.99,0.49,0,0,0.49,0,0,0,0,0,0,0,0,0,0.99,0,0.49,0,0,0,0.99,0,0,0,0,0,"spam",2.48,3.48,1.99
"49",0.3,0,0.46,0.43,5.891,193,3040,0.756,0.325,0.153,0.065,0,0,0,0,0,0,0,0,0.02,0,0.25,0,0,0,0.28,0,0,0.74,0.46,0,0.36,1.05,0,0,0,0,0,0,0.43,0,0.05,0.12,0,0.56,0,0,0.02,0.25,0.05,1.23,0,0,0,"spam",0.97,3.22,1.46
"50",0.46,0.26,0.26,0,3.887,40,898,0.23,0.278,0.084,0.084,0.036,0,0,0,0,0,0,0,0.26,0,0.26,0,0,0,0.33,0,0,1.12,0.46,0,0.26,0.19,0,0,0,0,0,0,0,0,0,0.33,0,0.79,0,0,0,0.39,0.06,0,0,0,0,"spam",0.73,3.51,0.66
"51",1.92,0,0,0,2.75,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,"spam",1.92,1.92,3.84
"52",0.36,0,1.09,0.36,3.254,30,179,0.332,0.498,0,0.11,0,0,0,2.19,0,0,0,0,0.36,0,1.09,0,0,0,1.09,0,0,0.36,0.73,0,0,1.83,0,0,0,0,0,0,0.36,0,0,0.73,0,0,0,0,0,0,0.73,0,0,0,0,"spam",0.36,2.19,2.19
"53",0.12,0.12,0.77,0,1.732,43,750,0.071,0.244,0,0.03,0.04,0,0,0.06,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.06,0,0,0.19,0,0,0,0,0,0,0.06,0,0.19,0.32,0,0.25,0,0.06,0,0,0.38,0,0,0,0,"spam",0.64,1.67,0.7
"54",1.26,0,0,0,3.833,17,69,0.596,0.198,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,1.26,0,0,0,0,0,0,"spam",1.26,0,1.26
"55",0.36,0,0.73,0.36,3.259,30,176,0.333,0.5,0,0.111,0,0,0,2.2,0,0,0,0,0.36,0,1.1,0,0,0,1.1,0,0,0.36,0.73,0,0,1.83,0,0,0,0,0,0,0.36,0,0,0.73,0,0,0,0,0,0,0.73,0,0,0,0,"spam",0.36,2.2,2.2
"56",0,0,0,0,2,30,106,0,1.478,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,1.08,2.17
"57",0,0,0,1.04,3.318,59,146,0.061,0.615,0.061,0.246,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,"spam",1.04,3.66,2.09
"58",0,0,1.26,0,3.642,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",2.53,2.53,5.06
"59",0.45,0,0.45,0,2.777,61,200,0,1.501,0,0,0,0,0,0,0,0,0,0,0.91,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0.45,1.36,1.36
"60",0.42,0,1.68,0,3.837,121,284,0,0.669,0,0.066,0,0,0,0,0,0,0,0,0.84,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.42,0,0,0,0,0,0,"spam",0.42,2.1,1.68
"61",0.59,0,0,0,8.586,66,249,0,0,0,0.257,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,"spam",0.59,1.77,0
"62",0,0,0.47,0.23,1.294,11,66,0,0.175,0,0.043,0.043,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.71,0,0,0.23,0,0,0,"spam",0,7.1,1.89
"63",0,0,0.46,0,1.442,8,75,0,0,0.069,0,0.069,0,0,0,0,0,0,0,0.46,0,1.39,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0.46,0,0,0,0,0.46,0.93,0,0,0,0,"spam",0.93,0.93,0.46
"64",0.34,0,0,0,1.411,15,96,0.048,0.048,0,0,0,0,0,0,0,0.34,0,0,1.36,0,0.34,0,0.34,0.34,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0.34,0.68,0,0,0,0,"spam",0,3.42,2.73
"65",0.24,0,0.12,0,1.714,34,180,0.019,0.019,0,0.059,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0,0,0.36,0,0,0,0.12,0,0,0.12,0.12,0,0,0,0,0,0,0,1.32,0.36,0,0,0,0,0,0.36,0,0,0,0,0,"spam",0.72,4.1,3.01
"66",0,0,0.66,1.32,3.184,34,121,0,2.205,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,1.32,1.32
"67",0.48,0,0.48,0,4.85,47,194,0.294,0.589,0,0.073,0,0,0,0.48,0,0,0.48,0,0,0,0.48,0,0,0,0,0,0,0.97,0,0,0.48,0,1.46,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0.48,0.48,0,0,0,0,"spam",0,0.97,1.95
"68",0,0,0,0,1.214,3,17,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,"spam",1.47,5.88,1.47
"69",0,0,0.61,0.61,3.884,66,303,0.351,1.053,0.25,0.1,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0.92,0.3,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0.3,0,0.3,0,0,0,"spam",0.92,5.53,1.23
"70",0,0,0,0,4.548,59,141,0.1,0,0,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0,0
"71",0,0,0,5.06,72.5,287,290,0,0.537,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,1.26,0,0,1.26,0,0,0,0,0,0,0,0,0,0,1.26,0,1.26,0,0,0,0,0,0,1.26,2.53,0,0,0,0,"spam",1.26,2.53,3.79
"72",0.53,0,0.53,0,3.4,61,187,0,0.877,0,0.087,0,0,0,0,0,0,0,0,1.06,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0.53,1.6,1.06
"73",0.44,0,0.89,0,3.849,121,281,0,0.807,0,0.073,0,0,0,0,0,0,0,0,0.89,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0.44,0,0,0,0,0,0,"spam",0.44,2.24,1.34
"74",0.46,0,0.46,0,2.156,13,110,0.223,0.298,0,0,0,0,0,0,0,0,0.46,0,0.92,0,0.92,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0.46,0.46,0,0,0,0,0.46,0.46,0.46,0,0,0,0,"spam",0.46,2.76,1.38
"75",0,0,0.48,0.96,5.13,78,236,0.243,0.486,0,0.081,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0.48,0,0.48,0,0,0,0,"spam",0.96,2.41,2.41
"76",0.94,0,0.94,0,26.5,245,318,0,1.366,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0.94,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0.94,0.94
"77",0,0,1.77,0,2.325,16,100,0.082,0.165,0,0.165,0,0,0,0,0,0.59,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0.59,4.14,1.18
"78",0.18,0,0.37,0.44,3.675,45,1066,0.234,0.437,0.064,0.085,0,0.053,0,0.69,0,0,0.12,0,0.12,0,0.37,0,0,0,0.25,0,0,0.31,0.75,0,0.75,0.44,0.12,0,0,0,0,0,0.75,0.06,0.18,0.12,0,0.31,0,0,0,0.25,0,0.37,0,0,0,"spam",1.51,2.96,1.26
"79",0.41,0,0.2,0.2,1.65,15,175,0,0.132,0,0,0,0,0.2,0,0,0,0,0.62,0,0,0.83,0,0,0,0,0,0,1.04,0,0,0,0.62,0,0,0,0,0,0,0,0,1.67,0.2,0,0.2,0,0,0.41,0.2,0.2,0,0,0,0,"spam",0,2.09,0.62
"80",0,0,0,0,1.666,5,10,0.338,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,5.26,0
"81",0,0,0,0,4.071,29,114,0,1.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,5.55,1.11
"82",0,0,0.23,0.95,5.038,280,519,0,0.197,0.024,0.123,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0.95,0,0,0.47,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.23,0,0.23,0,"spam",0.47,2.38,1.9
"83",0.72,0,0.72,0,1.525,8,61,0,0.495,0,0.123,0,0,0,0,0,0,0,0,0.72,0,2.91,0,0,0,1.45,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,"spam",0,1.45,0
"84",0,0,1.28,0,3.071,9,43,0,0.724,0,0.181,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,1.28,1.28,0,0,0,0,0,0,0,0,0,0,0,"spam",0,2.56,1.28
"85",0,0,0,0,5.13,27,118,0,0.834,0,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0,0
"86",0.46,0,0.46,0,4.63,64,213,0.214,0.571,0,0.071,0,0,0,0.46,0,0,0.46,0,0,0,1.86,0,0,0,1.86,0,0,0.93,0,0,0.46,0,1.4,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0.46,0.46,0,0,0,0,"spam",0,0.93,1.4
"87",0,0,0.38,0,1.775,20,158,0.061,0.061,0,0.122,0,0,0,0,0,0,0,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,1.15,0.76,0,0.38,0,0,0,0,0,0,0,0,0,"spam",0.38,2.69,2.3
"88",0.79,0,0,1.58,2.815,26,107,0,0.268,0,0.268,0,0,0,0,0,0,0,0,1.58,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,"spam",0,3.96,1.58
"89",0.06,0,0.47,0,3.353,144,845,0.085,0.096,0.01,0.107,0.021,0,0,0.13,0,0,0,0,0,0,0.2,0,0,0,0,0.06,0,0.06,0.06,0.13,0.06,0,0,0,0,0,0,0,0.67,0,0.4,0,0,0.13,0,0,0.06,0,0,0,0,0,0,"spam",0.33,1.14,1.21
"90",0,0,0,0,3.8,23,38,0,0,0,1.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spam",0,0,0
"91",0.56,0,1.12,2.8,4.974,140,194,0.333,1.083,0,0.25,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0.56,0,0,0,0,1.12,0,0,0,0,"spam",0.56,3.93,1.68
"92",0.31,0,0.47,0.44,6.1,193,3038,0.764,0.322,0.159,0.066,0.004,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0.26,0,0,0.76,0.47,0,0.34,1.05,0,0,0,0,0,0,0.44,0,0.05,0.13,0,0.58,0,0,0.02,0.26,0.05,1.26,0,0,0,"spam",0.97,3.25,1.5
"93",0.44,0.03,0.29,0.44,7.3,763,2453,0.532,0.613,0.137,0.075,0,0,0,0,0,0,0,0,0.07,0,0.22,0,0,0,0.14,0,0,0.67,0.59,0,0.63,0.59,0,0,0,0,0.03,0,0.56,0,0.14,0.03,0,0.59,0,0,0.07,0.29,0.03,1.23,0,0,0,"spam",0.67,3.43,1.53
